time,q0,q1,q2,q3
0.8,0.00800657122531262,0.999967310618108,0.00112558746367425,-7.46006930335103e-05
0.81,0.00820794883159222,0.999965678004165,0.00112481818643767,-8.4697677233912e-05
0.82,0.00841182695255456,0.99996398380451,0.00112395610039979,-9.47830021472188e-05
0.83,0.00861820555619636,0.999962226489671,0.00112300136979449,-0.0001048557836743
0.84,0.00882708460964072,0.999960404511424,0.00112195416769134,-0.000114915139660475
0.85,0.00903846407911879,0.999958516302803,0.00112081467597461,-0.00012496018998963
0.86,0.0092523439299513,0.999956560278096,0.00111958308532144,-0.000134990056678151
0.87,0.00946872412652978,0.999954534832846,0.00111825959517873,-0.000145003863968647
0.88,0.00968760463229761,0.999952438343852,0.00111684441373913,-0.000155000738423466
0.89,0.00990898540973079,0.999950269169171,0.0011153377579158,-0.00016497980901797
0.9,0.0101328664203186,0.999948025648119,0.0011137398533163,-0.000174940207233583
0.91,0.0103592476245439,0.999945706101268,0.00111205093421518,-0.000184881067150567
0.92,0.0105881289818633,0.999943308830453,0.00111027124352571,-0.000194801525540537
0.93,0.010819510450687,0.999940832118767,0.0011084010327704,-0.000204700721958699
0.94,0.0110533919883586,0.999938274230566,0.00110644056205058,-0.000214577798835779
0.95,0.0112897735511345,0.999935633411468,0.00110439010001482,-0.000224431901569658
0.96,0.0115286550941632,0.999932907888353,0.00110224992382634,-0.00023426217861667
0.97,0.011770036571464,0.999930095869367,0.00110002031912943,-0.000244067781582584
0.98,0.0120139179359065,0.999927195543922,0.00109770158001467,-0.000253847865313215
0.99,0.0122602991391883,0.999924205082692,0.00109529400898331,-0.000263601587984696
1,0.0125091801318139,0.999921122637624,0.00109279791691038,-0.00027332811119336
1.01,0.0127605608630729,0.999917946341928,0.00109021362300699,-0.000283026600045243
1.02,0.0130144412810173,0.999914674310087,0.00108754145478142,-0.000292696223245181
1.03,0.0132708213324397,0.999911304637852,0.0010847817479993,-0.000302336153185503
1.04,0.0135297009628507,0.999907835402247,0.00108193484664267,-0.000311945566034284
1.05,0.0137910801164558,0.999904264661567,0.00107900110286813,-0.000321523641823173
1.06,0.0140549587361326,0.999900590455382,0.00107598087696385,-0.00033106956453476
1.07,0.0143213367634078,0.999896810804536,0.00107287453730569,-0.000340582522189481
1.08,0.0145902141384331,0.999892923711149,0.00106968246031223,-0.000350061706932047
1.09,0.0148615907999623,0.999888927158619,0.00106640503039884,-0.000359506315117383
1.1,0.0151354666853266,0.999884819111622,0.00106304263993074,-0.00036891554739606
1.11,0.0154118417304111,0.999880597516114,0.00105959568917512,-0.000378288608799216
1.12,0.0156907158696301,0.99987626029933,0.00105606458625216,-0.000387624708822952
1.13,0.0159720890359027,0.99987180536979,0.00105244974708521,-0.000396923061512178
1.14,0.0162559611606276,0.999867230617295,0.00104875159534993,-0.000406182885543914
1.15,0.0165423321736586,0.999862533912933,0.00104497056242246,-0.000415403404310029
1.16,0.0168312020032789,0.999857713109078,0.00104110708732664,-0.000424583845999392
1.17,0.0171225705761759,0.99985276603939,0.00103716161668031,-0.000433723443679445
1.18,0.0174164378174152,0.99984769051882,0.00103313460464061,-0.000442821435377166
1.19,0.0177128036504147,0.999842484343607,0.00102902651284841,-0.000451877064159424
1.2,0.0180116679969188,0.999837145291286,0.00102483781037173,-0.000460889578212708
1.21,0.0183130307769713,0.999831671120681,0.0010205689736483,-0.000469858230922215
1.22,0.0186168919088894,0.999826059571915,0.00101622048642719,-0.000478782280950293
1.23,0.0189232513092366,0.999820308366405,0.00101179283970949,-0.000487660992314221
1.24,0.0192321088927954,0.999814415206867,0.00100728653168817,-0.000496493634463321
1.25,0.0195434645725403,0.999808377777317,0.00100270206768694,-0.000505279482355378
1.26,0.0198573182596102,0.999802193743072,0.000998039960098354,-0.000514017816532375
1.27,0.0201736698632805,0.999795860750752,0.000993300728320901,-0.000522707923195511
1.28,0.0204925192909349,0.999789376428283,0.000988484898695337,-0.00053134909427951
1.29,0.0208138664480378,0.999782738384897,0.000983593004440101,-0.000539940627526196
1.3,0.0211377112381053,0.999775944211134,0.000978625585585891,-0.000548481826557334
1.31,0.0214640535626765,0.999768991478843,0.000973583188909406,-0.000556972000946708
1.32,0.0217928933212849,0.999761877741188,0.000968466367866244,-0.000565410466291455
1.33,0.0221242304114292,0.999754600532644,0.000963275682522985,-0.000573796544282611
1.34,0.0224580647285435,0.999747157369004,0.000958011699488448,-0.000582129562774883
1.35,0.0227943961659682,0.999739545747377,0.000952674991844157,-0.000590408855855625
1.36,0.0231332246149201,0.999731763146192,0.000947266139073997,-0.000598633763913013
1.37,0.0234745499644618,0.999723807025201,0.000941785726993092,-0.000606803633703399
1.38,0.0238183721014723,0.999715674825477,0.000936234347675905,-0.000614917818417852
1.39,0.0241646909106155,0.999707363969421,0.000930612599383569,-0.000622975677747857
1.4,0.0245135062743101,0.999698871860762,0.000924921086490466,-0.00063097657795017
1.41,0.0248648180726987,0.999690195884558,0.000919160419410056,-0.000638919891910828
1.42,0.0252186261836159,0.9996813334072,0.000913331214519971,-0.000646804999208284
1.43,0.0255749304825574,0.999672281776411,0.000907434094086388,-0.000654631286175679
1.44,0.0259337308426483,0.999663038321255,0.000901469686187682,-0.000662398145962231
1.45,0.026295027134611,0.999653600352131,0.000895438624637379,-0.000670104978593725
1.46,0.026658819226733,0.999643965160781,0.000889341548906413,-0.000677751191032114
1.47,0.0270251069848347,0.999634130020292,0.000883179104044705,-0.000685336197234204
1.48,0.027393890272237,0.999624092185094,0.000876951940602073,-0.000692859418209424
1.49,0.027765168949728,0.999613848890968,0.000870660714548472,-0.000700320282076666
1.5,0.0281389428755301,0.999603397355046,0.000864306087193603,-0.000707718224120197
1.51,0.0285152119052668,0.999592734775813,0.000857888725105869,-0.000715052686844623
1.52,0.0288939758919292,0.999581858333109,0.000851409300030721,-0.000722323120028898
1.53,0.0292752346858421,0.999570765188134,0.00084486848880838,-0.000729528980779384
1.54,0.02965898813463,0.99955945248345,0.000838266973290964,-0.000736669733581938
1.55,0.0300452360831831,0.999547917342983,0.000831605440259024,-0.000743744850353016
1.56,0.0304339783736224,0.999536156872025,0.000824884581337506,-0.000750753810489813
1.57,0.0308252148452655,0.999524168157238,0.000818105092911146,-0.000757696100919394
1.58,0.0312189453345915,0.999511948266657,0.000811267676039311,-0.000764571216146843
1.59,0.0316151696752056,0.999499494249693,0.000804373036370302,-0.000771378658302394
1.6,0.0320138876978039,0.999486803137133,0.000797421884055136,-0.000778117937187564
1.61,0.032415099230138,0.999473871941149,0.000790414933660798,-0.00078478857032026
1.62,0.0328188040969787,0.999460697655295,0.000783352904083009,-0.00079139008297886
1.63,0.0332250021200803,0.999447277254512,0.00077623651845849,-0.00079792200824527
1.64,0.0336336931181439,0.999433607695133,0.00076906650407676,-0.000804383887046941
1.65,0.0340448769067812,0.999419685914885,0.000761843592291462,-0.000810775268197837
1.66,0.0344585532984776,0.999405508832891,0.000754568518431249,-0.000817095708438364
1.67,0.034874722102555,0.999391073349675,0.000747242021710222,-0.000823344772474234
1.68,0.0352933831251346,0.999376376347165,0.000739864845137953,-0.000829522033014275
1.69,0.0357145361690997,0.999361414688694,0.000732437735429091,-0.000835627070807175
1.7,0.0361381810340576,0.999346185219008,0.000724961442912577,-0.00084165947467715
1.71,0.0365643175163017,0.999330684764266,0.000717436721440467,-0.000847618841558539
1.72,0.0369929454087736,0.999314910132044,0.000709864328296395,-0.00085350477652932
1.73,0.0374240645010242,0.999298858111339,0.000702245024103672,-0.000859316892843536
1.74,0.0378576745791755,0.999282525472575,0.000694579572733045,-0.000865054811962633
1.75,0.0382937754258814,0.9992659089676,0.000686868741210124,-0.000870718163585707
1.76,0.0387323668202885,0.999249005329699,0.000679113299622499,-0.000876306585678642
1.77,0.039173448537997,0.99923181127359,0.000671314021026551,-0.000881819724502157
1.78,0.039617020351021,0.999214323495432,0.000663471681353977,-0.000887257234638741
1.79,0.0400630820277485,0.999196538672828,0.00065558705931804,-0.000892618779018479
1.8,0.0405116333329015,0.999178453464829,0.000647660936319564,-0.000897904028943763
1.81,0.0409626740274957,0.999160064511936,0.000639694096352674,-0.00090311266411289
1.82,0.0414162038687995,0.999141368436109,0.000631687325910318,-0.000908244372642537
1.83,0.0418722226102941,0.999122361840765,0.000623641413889556,-0.000913298851089118
1.84,0.0423307300016317,0.99910304131079,0.000615557151496661,-0.000918275804469009
1.85,0.0427917257885943,0.999083403412533,0.000607435332152019,-0.000923174946277656
1.86,0.0432552097130528,0.99906344469382,0.000599276751394864,-0.00092799599850754
1.87,0.0437211815129247,0.999043161683954,0.000591082206787844,-0.000932738691665026
1.88,0.0441896409221322,0.99902255089372,0.000582852497821446,-0.000937402764786065
1.89,0.0446605876705603,0.999001608815388,0.000574588425818289,-0.000941987965450764
1.9,0.0451340214840139,0.998980331922722,0.000566290793837299,-0.00094649404979683
1.91,0.0456099420841757,0.998958716670978,0.000557960406577779,-0.000950920782531857
1.92,0.0460883491885629,0.998936759496918,0.000549598070283396,-0.000955267936944494
1.93,0.0465692425104838,0.998914456818804,0.000541204592646086,-0.000959535294914456
1.94,0.0470526217589952,0.998891805036413,0.000532780782709903,-0.000963722646921408
1.95,0.0475384866388581,0.998868800531033,0.000524327450774829,-0.000967829792052696
1.96,0.0480268368504939,0.998845439665477,0.00051584540830054,-0.000971856538009948
1.97,0.0485176720899407,0.99882171878408,0.000507335467810168,-0.000975802701114526
1.98,0.0490109920488086,0.99879763421271,0.000498798442794051,-0.000979668106311837
1.99,0.0495067964142353,0.998773182258769,0.000490235147613507,-0.000983452587174505
2,0.0500050848688411,0.998748359211202,0.000481646397404619,-0.000987155985904405
2.01,0.0505058570906842,0.998723161340499,0.000473033007982081,-0.000990778153333551
2.02,0.0510091127532151,0.998697584898703,0.000464395795743079,-0.000994318948923846
2.03,0.0515148515252312,0.998671626119416,0.000455735577571261,-0.000997778240765701
2.04,0.0520230730708309,0.998645281217802,0.000447053170740777,-0.00100115590557551
2.05,0.0525337770493678,0.998618546390593,0.000438349392820427,-0.00100445182869198
2.06,0.0530469631154046,0.998591417816098,0.000429625061577918,-0.00100766590407137
2.07,0.053562630918666,0.998563891654206,0.000420880994884252,-0.00101079803428153
2.08,0.0540807801039929,0.998535964046392,0.000412118010618249,-0.00101384813049488
2.09,0.0546014103112945,0.998507631115724,0.000403336926571237,-0.00101681611248019
2.1,0.0551245211755019,0.998478888966869,0.0003945385603519,-0.00101970190859332
2.11,0.0556501123265202,0.9984497336861,0.000385723729291322,-0.00102250545576676
2.12,0.056178183389181,0.998420161341298,0.000376893250348222,-0.00102522669949809
2.13,0.0567087339831946,0.998390167981966,0.000368047940014406,-0.00102786559383733
2.14,0.0572417637231016,0.998359749639228,0.000359188614220441,-0.00103042210137312
2.15,0.0577772722182248,0.998328902325838,0.00035031608824158,-0.00103289619321788
2.16,0.0583152590726205,0.998297622036191,0.000341431176603927,-0.00103528784899179
2.17,0.0588557238850295,0.998265904746323,0.000332534692990886,-0.0010375970568057
2.18,0.0593986662488282,0.99823374641392,0.000323627450149884,-0.00103982381324293
2.19,0.0599440857519792,0.998201142978329,0.000314710259799389,-0.00104196812333998
2.2,0.0604919819769817,0.998168090360557,0.000305783932536248,-0.00104403000056614
2.21,0.061042354500822,0.998134584463287,0.000296849277743337,-0.00104600946680204
2.22,0.0615952028949227,0.998100621170877,0.000287907103497558,-0.00104790655231709
2.23,0.0621505267250934,0.998066196349375,0.000278958216478181,-0.00104972129574588
2.24,0.0627083255514796,0.998031305846518,0.000270003421875556,-0.00105145374406344
2.25,0.0632685989285118,0.997995945491748,0.000261043523300195,-0.00105310395255951
2.26,0.0638313464048551,0.997960111096212,0.000252079322692256,-0.00105467198481172
2.27,0.0643965675233575,0.997923798452774,0.000243111620231424,-0.0010561579126577
2.28,0.0649642618209985,0.997887003336024,0.00023414121424721,-0.00105756181616617
2.29,0.0655344288288377,0.99784972150228,0.000225168901129682,-0.00105888378360697
2.3,0.0661070680719624,0.997811948689601,0.000216195475240646,-0.00106012391142002
2.31,0.0666821790694357,0.997773680617793,0.00020722172882527,-0.00106128230418335
2.32,0.0672597613342443,0.997734912988419,0.000198248451924192,-0.00106235907457998
2.33,0.0678398143732451,0.997695641484805,0.000189276432286101,-0.00106335434336387
2.34,0.0684223376871132,0.997655861772048,0.000180306455280816,-0.00106426823932485
2.35,0.0690073307702883,0.997615569497027,0.000171339303812872,-0.00106510089925248
2.36,0.0695947931109213,0.99757476028841,0.000162375758235624,-0.00106585246789902
2.37,0.0701847241908208,0.997533429756661,0.00015341659626589,-0.0010665230979413
2.38,0.0707771234853993,0.997491573494054,0.000144462592899126,-0.00106711294994171
2.39,0.0713719904636191,0.997449187074675,0.000135514520325172,-0.00106762219230814
2.4,0.071969324587938,0.997406266054436,0.000126573147844553,-0.00106805100125299
2.41,0.0725691253142547,0.997362805971083,0.000117639241785368,-0.00106839956075121
2.42,0.073171392091854,0.997318802344202,0.000108713565420772,-0.0010686680624974
2.43,0.0737761243633519,0.997274250675234,9.97968788870547e-05,-0.00106885670586197
2.44,0.0743833215646402,0.997229146447479,9.08899391023397e-05,-0.00106896569784635
2.45,0.074992983124831,0.99718348512611,8.19934996859101e-05,-0.00106899525303728
2.46,0.0756051084662011,0.997137262158178,7.31083108781695e-05,-0.00106894559356021
2.47,0.076219697004136,0.997090472972627,6.42351194612537e-05,-0.00106881694903174
2.48,0.0768367481470737,0.997043112980299,5.53746686803013e-05,-0.00106860955651125
2.49,0.077456261296448,0.996995177573947,4.65276981653961e-05,-0.00106832366045153
2.5,0.0780782358466323,0.996946662128245,3.769494385419e-05,-0.00106795951264862
2.51,0.0787026711848822,0.996897561999795,2.88771379152189e-05,-0.00106751737219074
2.52,0.0793295666912789,0.996847872527143,2.00750086719207e-05,-0.00106699750540636
2.53,0.0799589217386711,0.996797589030785,1.12892805273668e-05,-0.00106640018581145
2.54,0.0805907356926183,0.996746706813177,2.5206738897159e-06,-0.00106572569405585
2.55,0.0812250079113319,0.996695221158751,-6.2300949015983e-06,-0.00106497431786883
2.56,0.0818617377456182,0.996643127333921,-1.49623136489365e-05,-0.00106414635200382
2.57,0.082500924538819,0.996590420587095,-2.36752743687704e-05,-0.00106324209818237
2.58,0.083142567626754,0.996537096148686,-3.2368273363237e-05,-0.00106226186503723
2.59,0.0837866663376614,0.996483149231126,-4.10406112909207e-05,-0.00106120596805471
2.6,0.0844332199921392,0.996428575028874,-4.96915932368545e-05,-0.00106007472951627
2.61,0.0850822279030857,0.996373368718428,-5.83205287817307e-05,-0.00105886847843927
2.62,0.0857336893756402,0.996317525458338,-6.69267320703123e-05,-0.00105758755051703
2.63,0.0863876037071232,0.996261040389218,-7.55095218790361e-05,-0.00105623228805809
2.64,0.0870439701869764,0.996203908633755,-8.40682216827993e-05,-0.00105480303992484
2.65,0.0877027880967027,0.996146125296723,-9.26021597209202e-05,-0.00105330016147126
2.66,0.0883640567098055,0.996087685464998,-0.000101110669062266,-0.00105172401448011
2.67,0.0890277752917283,0.996028584207564,-0.000109593087669537,-0.00105007496709933
2.68,0.0896939430997937,0.995968816575531,-0.000118048758462705,-0.00104835339377777
2.69,0.0903625593831423,0.995908377602144,-0.000126477029381588,-0.00104655967520025
2.7,0.0910336233826712,0.9958472623028,-0.000134877253447562,-0.00104469419822194
2.71,0.0917071343309728,0.995785465675053,-0.000143248788824404,-0.00104275735580211
2.72,0.0923830914522727,0.995722982698637,-0.000151590998878246,-0.00104074954693723
2.73,0.0930614939623674,0.995659808335472,-0.00015990325223665,-0.00103867117659343
2.74,0.0937423410685629,0.995595937529679,-0.000168184922846784,-0.00103652265563832
2.75,0.0944256319696113,0.995531365207596,-0.000176435390032696,-0.00103430440077229
2.76,0.0951113658556483,0.995466086277786,-0.000184654038551682,-0.00103201683445911
2.77,0.0957995419081307,0.995400095631058,-0.000192840258649739,-0.00102966038485602
2.78,0.0964901592997726,0.995333388140474,-0.000200993446116096,-0.00102723548574325
2.79,0.0971832171944823,0.995265958661369,-0.000209113002336823,-0.00102474257645293
2.8,0.0978787147472987,0.995197802031361,-0.000217198334347496,-0.00102218210179751
2.81,0.0985766511043271,0.995128913070365,-0.000225248854884935,-0.00101955451199765
2.82,0.0992770254026757,0.995059286580612,-0.000233263982437994,-0.00101686026260955
2.83,0.0999798367703904,0.99498891734666,-0.000241243141297397,-0.0010140998144518
2.84,0.100685084326391,0.994917800135409,-0.000249185761604623,-0.00101127363353176
2.85,0.101392767180406,0.994845929696117,-0.000257091279399833,-0.00100838219097143
2.86,0.102102884432909,0.994773300760414,-0.000264959136668827,-0.00100542596293285
2.87,0.102815435175049,0.99469990804232,-0.000272788781389034,-0.0010024054305431
2.88,0.103530418488591,0.994625746238256,-0.000280579667574529,-0.000999321079818762
2.89,0.104247833445848,0.994550810027063,-0.000288331255320071,-0.000996173401590058
2.9,0.104967679109611,0.994475094070019,-0.000296043010844155,-0.00099296289142452
2.91,0.105689954533089,0.99439859301085,-0.000303714406531087,-0.000989690049550264
2.92,0.10641465875984,0.99432130147575,-0.000311344920972054,-0.000986355380778886
2.93,0.107141790823704,0.994243214073396,-0.000318934039005217,-0.00098295939442798
2.94,0.107871349748737,0.994164325394965,-0.000326481251754794,-0.000979502604243297
2.95,0.108603334549142,0.99408463001415,-0.000333986056669147,-0.000975985528320552
2.96,0.109337744229204,0.994004122487177,-0.000341447957557871,-0.000972408689026907
2.97,0.110074577783224,0.993922797352822,-0.000348866464627864,-0.00096877261292212
2.98,0.110813834195447,0.993840649132429,-0.000356241094518406,-0.0009650778306794
2.99,0.111555512439996,0.993757672329924,-0.000363571370335206,-0.000961324877005959
3,0.112299611480805,0.993673861431839,-0.000370856821683458,-0.000957514290563289
3.01,0.11304613027155,0.993589210907321,-0.00037809698469986,-0.00095364661388717
3.02,0.113795067755579,0.993503715208159,-0.000385291402083633,-0.000949722393307425
3.03,0.114546422865846,0.993417368768793,-0.000392439623126509,-0.000945742178867436
3.04,0.115300194524838,0.99333016600634,-0.000399541203741705,-0.000941706524243433
3.05,0.11605638164451,0.993242101320608,-0.000406595706491873,-0.000937615986663572
3.06,0.116814983126213,0.993153169094115,-0.000413602700616027,-0.000933471126826809
3.07,0.117575997860624,0.99306336369211,-0.000420561762055444,-0.000929272508821597
3.08,0.11833942472768,0.992972679462588,-0.000427472473478548,-0.0009250207000444
3.09,0.119105262596501,0.992881110736313,-0.000434334424304756,-0.000920716271118057
3.1,0.119873510325327,0.992788651826836,-0.000441147210727313,-0.000916359795809995
3.11,0.120644166761441,0.992695297030514,-0.000447910435735085,-0.000911951850950315
3.12,0.121417230741104,0.99260104062653,-0.000454623709133344,-0.000907493016349754
3.13,0.12219270108948,0.992505876876912,-0.000461286647563512,-0.00090298387471755
3.14,0.122970576620567,0.992409800026555,-0.000467898874521888,-0.000898425011579204
3.15,0.123750856137123,0.992312804303241,-0.000474460020377348,-0.000893817015194177
3.16,0.124533538430598,0.992214883917656,-0.000480969722388022,-0.000889160476473509
3.17,0.12531862228106,0.992116033063417,-0.000487427624716944,-0.000884455988897401
3.18,0.126106106457123,0.992016245917087,-0.00049383337844669,-0.000879704148432744
3.19,0.126895989715875,0.991915516638199,-0.000500186641592979,-0.000874905553450631
3.2,0.127688270802806,0.991813839369276,-0.00050648707911727,-0.00087006080464386
3.21,0.128482948451734,0.991711208235855,-0.000512734362938337,-0.000865170504944433
3.22,0.129280021384733,0.991607617346505,-0.000518928171942822,-0.000860235259441067
3.23,0.130079488312063,0.991503060792853,-0.000525068191994781,-0.000855255675296745
3.24,0.130881347932089,0.991397532649601,-0.000531154115944216,-0.00085023236166629
3.25,0.131685598931216,0.991291026974552,-0.000537185643634599,-0.000845165929614013
3.26,0.13249223998381,0.991183537808635,-0.000543162481909388,-0.000840056992031406
3.27,0.133301269752126,0.991075059175919,-0.000549084344617539,-0.000834906163554935
3.28,0.134112686886231,0.990965585083647,-0.000554950952618014,-0.000829714060483909
3.29,0.134926490023937,0.990855109522248,-0.000560762033783301,-0.000824481300698465
3.3,0.135742677790718,0.990743626465372,-0.000566517323001924,-0.000819208503577667
3.31,0.136561248799639,0.990631129869902,-0.000572216562179974,-0.00081389628991773
3.32,0.137382201651283,0.990517613675987,-0.000577859500241648,-0.000808545281850402
3.33,0.138205534933672,0.990403071807061,-0.000583445893128801,-0.00080315610276148
3.34,0.139031247222194,0.990287498169869,-0.00058897550379952,-0.000797729377209515
3.35,0.139859337079528,0.990170886654491,-0.000594448102225722,-0.000792265730844686
3.36,0.140689803055565,0.990053231134367,-0.00059986346538978,-0.000786765790327867
3.37,0.141522643687336,0.989934525466322,-0.00060522137728018,-0.000781230183249899
3.38,0.142357857498935,0.989814763490591,-0.000610521628886216,-0.000775659538051087
3.39,0.143195443001439,0.989693939030844,-0.000615764018191724,-0.000770054483940913
3.4,0.144035398692837,0.989572045894211,-0.000620948350167868,-0.000764415650817997
3.41,0.144877723057948,0.989449077871311,-0.00062607443676497,-0.000758743669190316
3.42,0.14572241456835,0.989325028736275,-0.000631142096903403,-0.000753039170095673
3.43,0.146569471682297,0.989199892246772,-0.000636151156463539,-0.000747302785022456
3.44,0.147418892844644,0.989073662144039,-0.000641101448274775,-0.00074153514583068
3.45,0.148270676486772,0.988946332152902,-0.000645992812103617,-0.000735736884673323
3.46,0.149124821026506,0.988817895981811,-0.000650825094640858,-0.000729908633917985
3.47,0.149981324868039,0.988688347322859,-0.00065559814948783,-0.000724051026068852
